t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
1031,0.0,2.19,8.353,23.047,0.003,32.239,5.859,26.332,1840.306,167.807,1443.015,1125.604,43.387,90.454,83.525,4265.607,7.633,170.415,0.0,0.766,0.387,10.12,0.841,7.625,5.439,34.977,1834.476,105.427,1463.786,1137.069,68.93,36.228,84.032,4288.917,17.506,155.57,5.082,0.534,0.018,2.149,7.445,0.206,4.526,34.876,1827.871,73.825,1475.569,1140.117,78.615,8.309,84.75,4283.423,28.707,139.005
1032,0.0,2.681,12.559,25.68,0.002,31.386,5.908,26.601,1841.742,181.789,1439.572,1123.195,44.776,89.474,83.593,4275.812,7.568,170.429,0.0,0.855,0.506,11.721,0.664,7.172,5.449,35.348,1834.949,113.741,1459.564,1134.673,69.793,36.331,84.091,4292.494,17.077,156.043,4.837,0.585,0.02,3.333,7.3,0.141,4.518,35.274,1828.832,81.224,1469.391,1138.844,78.595,9.382,84.849,4284.499,26.456,142.103
1033,0.0,2.264,12.545,29.111,0.002,34.767,6.048,27.19,1843.854,194.277,1432.481,1120.191,41.741,98.95,83.394,4273.877,6.49,172.005,0.0,1.008,1.288,14.936,0.086,12.36,5.545,35.356,1836.18,124.37,1449.377,1129.676,64.427,48.717,83.836,4278.684,14.211,160.0,0.205,0.604,0.077,7.567,2.384,0.338,5.059,37.884,1829.273,91.448,1460.702,1135.455,78.661,13.294,84.198,4283.831,25.515,143.273
1034,0.0,4.14,19.07,32.623,0.003,31.772,6.293,27.857,1845.657,214.118,1425.122,1117.458,45.173,97.329,82.94,4290.405,7.141,171.029,0.0,1.164,3.224,20.378,0.007,18.427,5.811,34.163,1837.548,143.727,1434.828,1123.901,58.146,68.032,83.322,4268.2,10.683,164.955,0.133,0.917,0.401,14.097,0.191,3.87,5.556,37.315,1831.682,112.823,1444.654,1129.651,73.981,35.491,83.532,4282.644,18.302,153.524
1035,0.0,5.999,29.772,37.229,0.003,30.589,6.526,27.077,1849.276,251.87,1411.969,1111.881,43.518,112.426,82.283,4308.474,5.557,173.388,0.0,1.462,6.261,27.359,0.003,24.317,6.185,31.996,1840.941,178.04,1419.092,1117.239,50.864,96.544,82.634,4271.275,6.215,171.408,0.106,1.231,0.787,22.513,0.096,12.827,6.012,34.284,1835.717,147.635,1426.491,1121.432,62.833,72.834,82.783,4278.091,8.336,167.822
1036,0.0,5.9,32.359,37.672,0.003,34.45,6.626,25.852,1851.385,276.915,1396.671,1104.421,34.469,144.658,81.553,4298.811,3.977,175.972,0.0,1.571,7.831,32.593,0.002,32.177,6.424,29.966,1844.452,210.085,1403.587,1109.576,40.256,132.566,81.895,4265.058,3.78,175.128,0.096,1.433,1.011,29.194,0.076,21.811,6.308,31.914,1839.477,180.644,1411.471,1113.58,51.673,110.233,82.029,4272.605,4.541,173.429
1037,0.0,7.524,39.057,38.506,0.003,36.718,6.726,24.736,1854.321,305.38,1382.634,1096.653,25.695,176.099,80.797,4293.091,3.472,176.985,0.0,1.844,11.243,35.201,0.002,38.172,6.556,28.225,1847.276,237.51,1389.391,1101.677,29.98,167.637,81.133,4255.674,2.98,176.579,0.086,1.679,1.532,32.998,0.057,30.727,6.472,29.862,1842.74,209.304,1397.004,1105.205,39.252,149.727,81.257,4259.752,3.242,175.609
1038,0.0,9.21,47.576,41.696,0.004,37.391,6.811,23.609,1858.058,341.809,1369.804,1087.694,15.546,209.661,79.982,4290.622,3.257,177.594,0.0,2.191,17.935,38.548,0.001,43.267,6.641,26.457,1851.257,274.069,1376.442,1092.514,17.946,205.612,80.311,4249.914,2.569,177.548,0.07,2.045,2.896,36.534,0.036,39.645,6.574,27.779,1846.954,246.107,1384.14,1095.42,24.287,193.844,80.42,4248.227,2.57,176.998
1039,0.001,7.937,45.684,39.428,0.004,30.241,6.837,22.975,1860.555,357.17,1377.251,1088.59,21.002,220.049,79.912,4335.357,4.073,176.82,0.0,2.531,7.985,35.93,0.148,27.824,6.712,27.343,1854.787,289.992,1392.731,1095.65,27.35,209.829,80.334,4314.85,3.692,176.367,2.533,1.47,0.429,32.208,3.318,15.308,6.463,27.532,1850.855,255.359,1404.121,1103.209,41.624,185.628,80.84,4334.245,4.292,174.989
1040,0.001,6.701,35.108,36.607,0.004,21.881,6.928,23.219,1861.245,355.666,1392.438,1094.11,32.78,220.393,80.121,4391.288,6.607,173.756,0.0,2.326,4.429,32.394,0.214,13.265,6.783,28.122,1857.058,295.396,1408.756,1101.713,41.479,204.913,80.549,4382.376,7.218,171.848,2.67,1.368,0.279,28.689,3.585,0.678,6.47,28.344,1853.719,263.27,1419.373,1109.025,54.609,180.744,81.051,4398.903,9.228,168.472
1041,0.0,6.893,30.714,30.531,0.004,19.814,6.838,23.508,1862.673,355.971,1405.929,1099.383,37.121,220.554,80.303,4422.957,9.429,170.131,0.0,2.208,3.408,28.497,0.228,9.886,6.688,28.658,1858.567,295.18,1422.532,1107.281,46.51,201.654,80.734,4413.888,11.498,166.243,2.916,1.352,0.219,25.227,3.781,0.208,6.291,28.877,1855.254,262.774,1433.727,1114.698,56.561,176.961,81.249,4420.067,14.814,161.03
1042,0.001,4.255,22.25,27.683,0.003,20.178,6.692,23.771,1860.877,338.594,1418.23,1104.556,37.593,219.807,80.478,4425.161,10.251,168.936,0.0,1.861,2.204,24.086,0.272,9.056,6.527,29.215,1858.937,286.753,1435.244,1112.934,48.429,197.165,80.917,4427.427,13.446,163.678,3.062,1.286,0.155,20.436,4.101,0.149,6.079,29.425,1856.002,255.648,1447.368,1120.711,57.914,171.484,81.462,4433.265,17.773,157.091
1043,0.001,2.987,13.594,24.618,0.003,21.261,6.685,24.031,1858.357,312.915,1427.661,1109.358,36.668,217.282,80.632,4412.501,10.046,169.184,0.0,1.564,1.334,21.006,0.301,7.96,6.387,29.946,1857.542,265.693,1445.571,1118.706,50.22,188.144,81.085,4425.063,14.713,161.877,3.356,1.231,0.099,16.56,4.793,0.088,5.805,30.039,1854.677,234.636,1459.896,1127.404,58.966,159.955,81.707,4429.508,20.141,153.72
1044,0.0,3.435,12.806,20.43,0.003,21.055,6.663,24.359,1856.71,291.214,1437.394,1115.137,37.361,206.595,80.821,4404.533,10.53,168.288,0.0,1.479,1.129,17.008,0.392,7.039,6.286,30.661,1855.819,242.726,1455.803,1125.071,51.739,175.509,81.281,4418.372,15.957,160.023,3.429,1.171,0.091,12.859,4.975,0.086,5.653,30.768,1853.044,212.698,1469.369,1133.471,59.613,148.409,81.886,4420.501,21.517,151.707
1045,0.0,2.424,8.728,19.189,0.003,21.301,6.638,24.67,1853.343,260.947,1445.093,1120.522,37.446,196.757,80.965,4385.47,10.445,168.258,0.0,1.332,0.93,14.059,0.356,6.746,6.218,31.229,1853.848,220.476,1463.598,1130.758,52.556,163.917,81.425,4407.73,16.617,158.936,3.656,1.125,0.074,9.259,5.159,0.068,5.534,31.355,1851.125,191.357,1477.957,1139.638,60.276,135.457,82.056,4410.173,22.791,149.748
1046,0.0,2.507,7.413,18.549,0.004,18.035,6.497,24.94,1849.007,229.972,1453.579,1126.978,41.434,175.662,81.126,4371.929,12.41,165.419,0.0,1.218,0.755,12.313,0.497,5.277,6.131,31.351,1850.403,195.019,1470.564,1136.984,54.736,147.094,81.574,4394.269,18.149,156.668,3.662,1.053,0.073,7.621,4.646,0.072,5.536,31.693,1848.625,171.87,1482.268,1144.511,60.757,124.223,82.108,4396.568,23.184,149.114
1047,0.0,1.867,5.343,18.134,0.003,18.247,6.364,25.032,1846.149,206.466,1456.445,1131.207,41.575,164.452,81.165,4352.194,12.139,165.578,0.0,1.138,0.752,11.48,0.32,5.092,6.031,31.538,1847.579,174.288,1473.476,1141.388,55.575,134.036,81.612,4377.541,19.228,155.032,4.068,1.029,0.058,6.081,4.887,0.048,5.39,31.776,1845.27,149.861,1486.885,1149.925,61.609,108.065,82.208,4378.769,25.145,146.201
1048,0.0,1.897,5.495,18.968,0.003,19.631,6.27,25.142,1844.386,193.384,1456.62,1134.623,40.128,155.439,81.183,4334.313,11.408,166.394,0.0,1.047,0.657,10.674,0.364,4.997,5.893,32.06,1845.2,154.571,1474.885,1145.742,56.051,120.427,81.646,4359.097,19.752,154.051,4.311,0.943,0.049,4.511,5.457,0.045,5.173,32.148,1842.258,128.203,1489.114,1155.029,62.299,91.452,82.283,4358.206,26.866,143.494
1049,0.0,1.599,4.466,19.56,0.003,20.025,6.129,25.317,1841.959,178.431,1456.395,1138.502,39.802,143.111,81.198,4316.088,11.268,166.494,0.0,0.963,0.567,10.455,0.395,4.762,5.772,32.496,1842.84,140.185,1474.82,1150.1,56.566,106.232,81.662,4343.133,20.294,153.079,4.482,0.875,0.042,3.881,5.609,0.043,5.03,32.578,1839.681,113.488,1488.462,1159.366,62.729,76.8,82.293,4340.517,27.816,141.902
1050,0.0,1.684,5.116,18.553,0.002,21.348,5.989,25.5,1840.721,172.539,1453.734,1141.547,38.673,133.361,81.168,4301.573,10.533,167.241,0.0,0.928,0.586,10.016,0.341,4.764,5.636,32.979,1840.774,128.348,1472.522,1153.61,56.896,93.086,81.635,4326.553,20.734,152.241,4.744,0.826,0.035,3.207,5.921,0.038,4.852,32.99,1837.027,100.409,1486.588,1163.354,63.216,61.476,82.296,4322.226,29.064,139.877
1051,0.0,1.751,5.673,18.56,0.003,21.744,5.859,25.704,1838.875,169.796,1451.779,1145.459,38.745,120.104,81.162,4291.734,10.976,166.367,0.0,0.881,0.503,9.353,0.486,4.886,5.509,33.189,1838.683,122.595,1469.943,1157.453,57.036,79.643,81.625,4313.896,20.73,151.959,4.665,0.754,0.034,3.014,5.663,0.049,4.773,33.354,1835.137,95.122,1481.918,1166.226,63.411,50.235,82.226,4308.905,28.837,139.963
1052,0.0,1.532,4.868,20.028,0.002,23.997,5.879,25.851,1837.116,163.248,1446.206,1147.355,36.518,115.046,81.08,4272.532,9.218,168.765,0.0,0.891,0.609,9.748,0.265,5.405,5.44,33.629,1837.073,117.633,1464.906,1159.6,56.716,70.283,81.544,4299.659,20.251,152.453,5.063,0.748,0.026,2.335,6.114,0.039,4.599,33.637,1832.673,87.875,1478.809,1169.402,63.912,36.222,82.224,4294.187,29.814,138.284
1053,0.0,2.09,7.661,23.221,0.002,27.241,5.799,26.006,1837.241,164.908,1440.251,1148.671,33.558,111.835,80.996,4258.271,8.509,169.614,0.0,0.861,0.547,10.262,0.396,6.208,5.368,34.084,1835.515,112.166,1459.891,1161.437,55.965,61.791,81.471,4284.107,19.281,153.587,5.043,0.661,0.024,2.176,6.45,0.057,4.479,34.049,1830.587,81.853,1473.563,1170.958,64.211,25.927,82.154,4279.148,30.005,137.729
1054,0.0,1.756,7.762,26.509,0.002,30.554,5.784,26.193,1837.679,171.18,1434.523,1149.79,30.521,110.629,80.94,4248.871,7.342,171.081,0.0,0.856,0.551,11.777,0.364,6.939,5.31,34.626,1834.719,112.095,1454.698,1162.77,55.294,55.542,81.422,4274.273,18.153,154.964,5.074,0.632,0.021,2.559,6.962,0.063,4.351,34.493,1829.04,79.34,1468.055,1171.662,64.407,18.639,82.178,4267.999,29.539,138.137
1055,0.0,2.04,9.518,27.754,0.002,33.488,5.863,26.399,1838.468,176.714,1427.924,1149.655,27.848,110.57,80.918,4239.067,6.538,172.09,0.0,0.853,0.533,12.73,0.417,7.402,5.281,35.358,1834.175,112.02,1449.258,1163.117,54.968,50.799,81.421,4265.509,17.174,156.128,5.104,0.599,0.018,2.802,7.819,0.078,4.19,35.042,1827.711,77.178,1462.839,1171.096,64.676,13.308,82.272,4257.765,29.284,138.223
1056,0.0,2.064,10.472,29.191,0.002,33.351,5.882,26.689,1836.939,174.071,1424.032,1150.004,28.779,103.55,81.02,4231.317,7.066,171.241,0.0,0.83,0.459,13.537,0.711,7.439,5.265,35.875,1833.328,113.164,1445.294,1163.274,55.308,46.1,81.534,4260.604,16.917,156.306,4.828,0.595,0.02,4.001,7.902,0.107,4.188,35.691,1827.481,80.269,1456.767,1169.598,64.673,13.119,82.356,4253.596,27.597,140.458
1057,0.0,3.017,16.286,29.533,0.002,30.341,5.809,27.019,1836.987,186.809,1422.693,1151.18,33.047,91.325,81.231,4246.954,8.14,169.721,0.0,0.919,0.591,15.131,0.873,7.176,5.265,35.997,1832.401,118.436,1442.449,1163.343,56.337,41.646,81.731,4262.144,16.89,156.282,4.522,0.628,0.028,6.427,7.325,0.129,4.314,36.114,1827.613,87.171,1451.663,1168.784,64.779,14.079,82.476,4255.503,25.36,143.625
1058,0.0,3.596,23.581,30.874,0.002,29.382,5.812,27.237,1839.127,207.237,1421.758,1151.952,34.736,87.757,81.461,4267.229,8.352,169.486,0.0,1.093,0.889,16.742,0.687,8.11,5.298,36.124,1833.394,133.21,1441.528,1163.077,55.99,42.39,81.951,4272.865,15.963,157.652,4.298,0.687,0.041,8.557,6.84,0.157,4.414,36.323,1828.368,98.609,1450.029,1168.534,65.185,14.969,82.675,4265.729,23.734,146.003
1059,0.0,4.292,26.053,31.781,0.002,28.9,5.818,27.358,1839.775,216.632,1422.338,1152.521,36.003,86.645,81.71,4279.564,8.387,169.57,0.0,1.217,1.088,18.622,0.602,8.947,5.341,36.131,1834.434,145.176,1442.245,1163.036,55.668,44.706,82.198,4284.315,14.958,159.172,4.091,0.742,0.051,10.67,6.492,0.183,4.505,36.431,1829.619,110.464,1451.033,1168.756,65.583,16.918,82.909,4280.045,22.267,148.189
1060,0.0,4.431,27.439,30.744,0.002,28.706,5.861,27.409,1840.769,227.824,1424.238,1153.194,36.789,87.465,81.964,4294.671,8.262,170.088,0.0,1.285,1.208,19.401,0.53,9.417,5.377,36.121,1835.426,154.999,1444.286,1163.474,55.803,46.886,82.452,4297.12,14.245,160.377,3.986,0.783,0.056,12.029,6.343,0.184,4.559,36.454,1830.709,119.631,1453.667,1169.533,66.134,18.451,83.168,4294.298,21.3,149.714
1061,0.001,5.95,29.914,32.129,0.003,26.276,5.951,27.398,1841.607,241.862,1429.251,1154.844,40.215,83.048,82.262,4320.281,9.064,169.059,0.0,1.501,1.584,20.344,0.528,9.578,5.457,35.756,1836.597,168.552,1448.499,1164.428,56.38,48.846,82.737,4316.451,14.054,160.911,3.701,0.854,0.083,13.579,5.609,0.249,4.736,36.28,1832.428,133.703,1456.965,1170.334,66.549,22.693,83.364,4314.774,19.957,151.94
1062,0.0,5.818,29.792,33.876,0.003,25.952,6.038,27.247,1842.66,255.839,1434.213,1156.246,41.241,85.429,82.497,4342.269,8.847,169.307,0.0,1.545,1.714,22.426,0.388,10.026,5.566,35.33,1837.947,182.595,1453.32,1165.51,56.694,52.543,82.968,4337.078,13.599,161.695,3.648,0.902,0.083,15.405,5.396,0.208,4.858,35.866,1833.816,146.486,1462.984,1172.007,67.359,24.974,83.615,4336.907,19.573,152.696
1063,0.0,5.422,25.503,32.671,0.004,22.88,6.218,27.024,1840.908,254.385,1441.939,1158.557,44.888,81.595,82.776,4358.374,10.024,167.881,0.0,1.604,1.702,23.401,0.47,9.134,5.696,34.633,1838.307,192.396,1459.818,1167.42,58.358,53.256,83.237,4358.33,13.961,161.352,3.394,0.958,0.103,17.557,4.779,0.264,5.066,35.317,1835.219,160.7,1468.591,1173.362,67.911,29.55,83.798,4360.125,18.753,154.062
1064,0.0,5.441,24.769,30.162,0.003,20.799,6.224,26.625,1840.523,263.738,1449.199,1160.5,47.1,81.148,82.986,4380.4,10.862,166.994,0.0,1.619,1.758,23.272,0.382,8.363,5.837,33.746,1838.043,200.947,1466.158,1169.051,59.739,54.313,83.437,4377.006,14.724,160.6,3.394,0.994,0.103,18.289,4.475,0.199,5.255,34.408,1835.246,169.865,1475.379,1175.098,68.668,31.164,83.992,4378.401,19.232,153.707
1065,0.0,4.834,23.357,26.424,0.003,22.769,6.23,26.306,1841.202,273.584,1454.629,1161.831,45.409,87.181,83.168,4393.104,10.162,168.096,0.0,1.542,1.554,21.282,0.359,8.749,5.843,33.467,1838.343,207.451,1472.581,1170.777,59.627,56.542,83.632,4390.751,14.763,160.723,3.491,0.99,0.082,16.531,4.921,0.161,5.215,33.944,1835.051,173.255,1483.348,1177.434,69.187,30.418,84.251,4391.314,20.178,152.541
1066,0.0,3.707,16.905,22.365,0.003,22.688,6.392,26.163,1838.671,264.97,1461.532,1163.889,46.056,86.225,83.397,4394.481,10.153,168.055,0.0,1.406,1.142,18.009,0.481,8.107,5.893,33.317,1837.599,206.748,1479.473,1173.164,60.775,54.67,83.865,4400.786,14.973,160.485,3.473,0.976,0.07,13.777,4.998,0.165,5.237,33.79,1834.84,174.954,1490.153,1179.511,69.592,30.217,84.465,4401.871,20.261,152.526
1067,0.0,3.323,13.285,19.264,0.003,22.2,6.583,26.051,1835.488,252.802,1467.473,1165.701,47.135,83.346,83.587,4391.801,10.33,167.807,0.0,1.301,0.931,14.93,0.474,7.251,6.013,33.154,1835.572,199.944,1485.222,1175.165,62.311,50.719,84.054,4403.633,15.661,159.533,3.628,0.96,0.056,10.652,5.09,0.129,5.308,33.582,1833.23,170.136,1496.502,1181.462,70.289,26.952,84.666,4404.714,20.991,151.519
1068,0.001,3.152,11.304,17.27,0.004,21.245,6.571,25.971,1832.348,241.11,1473.155,1167.279,48.467,78.639,83.772,4388.683,10.864,167.101,0.0,1.234,0.811,12.254,0.541,6.73,6.086,32.994,1833.073,191.138,1490.602,1176.74,63.442,46.477,84.238,4402.436,16.33,158.613,3.701,0.93,0.052,7.92,5.045,0.133,5.41,33.434,1831.033,163.008,1501.487,1182.638,70.924,24.032,84.828,4403.491,21.579,150.711
1069,0.0,3.102,9.793,17.157,0.004,19.669,6.416,25.852,1828.783,229.277,1478.313,1168.388,50.654,72.019,83.924,4385.503,11.722,165.743,0.0,1.191,0.753,10.817,0.548,6.104,6.066,32.63,1830.074,182.998,1495.007,1177.565,64.682,41.981,84.381,4399.863,17.198,157.383,3.787,0.909,0.05,6.242,4.77,0.132,5.473,33.117,1828.363,156.813,1505.329,1183.028,71.492,21.46,84.935,4400.851,22.132,149.971
1070,0.0,2.097,6.589,17.492,0.002,22.257,6.4,25.757,1826.567,219.415,1478.376,1167.322,47.842,76.727,83.97,4369.932,9.964,168.107,0.0,1.096,0.675,10.259,0.351,6.283,6.007,32.941,1827.781,171.781,1496.801,1177.209,64.896,39.764,84.443,4390.259,17.351,157.048,4.293,0.869,0.029,4.337,5.714,0.089,5.266,33.092,1825.099,141.535,1510.604,1183.314,72.371,14.68,85.142,4389.882,24.145,146.934
1071,0.0,1.635,4.115,14.501,0.004,21.626,6.358,25.834,1824.215,191.237,1479.172,1165.79,48.605,71.677,84.061,4345.622,10.116,167.691,0.0,0.934,0.428,8.553,0.622,5.564,5.915,33.388,1825.304,153.84,1498.696,1176.305,65.929,34.832,84.553,4375.874,17.914,156.046,4.46,0.788,0.023,3.015,6.139,0.114,5.138,33.494,1822.499,126.608,1512.112,1181.397,72.814,11.831,85.229,4375.576,25.036,145.453
1072,0.0,1.373,3.07,12.532,0.004,19.121,6.221,25.967,1821.686,163.489,1479.226,1163.581,51.759,61.875,84.089,4324.712,11.037,166.173,0.0,0.861,0.402,6.704,0.53,4.39,5.845,33.61,1822.818,133.828,1498.363,1174.009,67.829,28.331,84.566,4357.987,19.593,153.472,4.939,0.736,0.019,1.741,5.878,0.102,5.104,33.751,1819.859,110.616,1511.455,1178.268,73.433,8.437,85.186,4357.364,26.349,143.384
1073,0.0,1.682,4.316,12.985,0.003,19.045,6.076,26.063,1819.24,155.669,1477.256,1159.803,52.106,59.678,84.0,4311.083,11.664,165.071,0.0,0.832,0.43,6.2,0.497,4.516,5.75,33.534,1820.324,119.816,1495.687,1169.718,68.283,25.616,84.461,4338.427,20.631,151.782,5.207,0.667,0.02,1.283,5.344,0.134,5.094,33.831,1817.312,96.81,1508.05,1173.197,74.098,6.757,85.001,4337.656,27.703,141.242
1074,0.0,1.546,4.203,12.672,0.003,21.014,6.117,26.087,1817.008,157.271,1472.791,1154.845,50.203,64.213,83.831,4298.715,10.714,166.185,0.0,0.832,0.486,6.167,0.369,5.295,5.717,33.485,1818.043,114.19,1490.836,1164.514,67.641,27.115,84.282,4322.016,20.313,152.004,5.431,0.626,0.019,1.059,5.217,0.147,5.044,33.773,1814.665,88.112,1503.389,1167.844,74.56,6.119,84.82,4320.468,28.566,139.765
1075,0.0,1.508,4.302,14.932,0.002,24.607,6.105,26.095,1815.772,157.449,1465.248,1149.007,46.611,73.143,83.589,4280.072,8.721,168.83,0.0,0.846,0.59,6.461,0.241,6.594,5.714,33.653,1816.324,110.25,1483.956,1158.856,66.309,30.86,84.039,4304.532,18.948,153.688,5.8,0.596,0.017,0.733,5.391,0.156,4.985,33.829,1811.871,80.266,1498.534,1162.266,75.035,5.352,84.579,4303.208,29.541,138.042
1076,0.0,1.728,5.966,18.225,0.002,28.787,6.108,26.126,1815.806,162.723,1457.646,1143.1,42.767,83.088,83.323,4265.458,7.599,170.206,0.0,0.838,0.581,7.694,0.278,7.984,5.694,33.798,1814.745,107.585,1476.822,1153.157,64.805,35.425,83.773,4287.862,17.271,155.786,5.649,0.561,0.018,0.94,5.645,0.178,4.933,33.954,1809.595,75.71,1491.592,1156.887,75.203,6.307,84.336,4287.671,29.287,138.076
1077,0.0,1.746,6.029,20.693,0.002,32.424,6.131,26.179,1815.291,165.52,1450.03,1137.844,39.376,92.258,83.103,4250.212,6.521,171.559,0.0,0.837,0.571,8.84,0.284,8.844,5.698,34.161,1813.582,107.665,1469.846,1148.482,63.955,39.043,83.566,4276.121,15.862,157.515,5.585,0.55,0.017,1.099,6.289,0.163,4.838,34.162,1807.782,73.891,1484.384,1152.804,75.317,6.803,84.219,4275.346,28.548,138.817
1078,0.0,2.419,10.098,24.297,0.002,31.242,6.088,26.291,1814.038,171.039,1445.666,1134.453,41.356,89.021,83.024,4250.288,7.593,169.962,0.0,0.838,0.51,10.335,0.591,8.459,5.665,34.313,1811.709,109.52,1464.789,1145.304,64.757,38.98,83.5,4270.957,15.916,157.23,4.931,0.564,0.023,2.341,6.378,0.192,4.842,34.434,1807.029,78.561,1475.865,1149.841,75.019,10.243,84.162,4269.936,25.953,142.349
1079,0.0,2.333,10.687,27.144,0.002,31.168,6.106,26.42,1813.12,178.428,1441.38,1132.582,42.124,89.225,83.071,4252.298,7.325,170.284,0.0,0.864,0.516,12.563,0.584,7.909,5.66,34.702,1810.749,116.081,1460.513,1143.724,65.804,38.637,83.561,4273.154,15.66,157.52,4.742,0.598,0.021,3.775,6.908,0.146,4.767,34.706,1806.198,84.294,1470.72,1148.66,75.215,10.609,84.32,4269.382,24.649,144.122
1080,0.0,4.625,22.664,28.421,0.003,28.823,6.036,26.587,1815.625,204.939,1439.733,1132.129,45.317,83.639,83.278,4278.761,8.536,168.516,0.0,1.089,0.863,14.417,0.827,8.201,5.617,34.816,1810.455,128.174,1458.65,1142.691,66.136,39.414,83.772,4281.103,15.618,157.541,4.251,0.656,0.043,6.394,6.601,0.216,4.817,34.995,1806.162,95.066,1466.664,1147.442,75.349,13.826,84.458,4275.958,22.868,146.685
1081,0.0,3.41,26.266,32.238,0.002,30.015,6.16,27.258,1817.468,229.264,1435.48,1130.462,44.464,91.853,83.025,4295.49,7.696,169.843,0.0,1.178,3.574,19.705,0.013,15.9,5.822,33.969,1812.16,154.698,1447.805,1137.625,58.286,61.061,83.422,4276.769,12.144,162.514,0.142,0.869,0.29,13.417,0.447,1.439,5.586,37.142,1807.221,120.6,1458.315,1143.779,74.221,27.015,83.656,4289.701,20.409,150.205
1082,0.0,3.64,23.529,37.029,0.002,33.46,6.411,27.237,1817.668,245.93,1423.697,1125.488,39.732,112.887,82.445,4290.953,5.573,173.047,0.0,1.253,4.117,25.683,0.003,22.884,6.082,32.572,1812.722,174.083,1431.86,1131.288,50.439,89.016,82.805,4264.594,7.366,169.338,0.114,1.115,0.564,19.893,0.118,7.537,5.895,35.266,1807.861,142.189,1441.595,1136.666,66.586,56.972,82.976,4280.963,12.332,161.623
1083,0.0,3.811,24.6,40.251,0.002,37.326,6.621,26.625,1818.454,267.911,1409.123,1119.312,33.592,138.311,81.808,4284.962,3.95,175.431,0.0,1.338,4.683,30.952,0.002,28.985,6.304,31.322,1813.35,193.34,1416.593,1124.867,43.185,117.316,82.157,4254.213,4.551,173.412,0.106,1.233,0.672,25.804,0.098,13.677,6.15,33.698,1808.407,160.671,1426.111,1130.114,59.046,86.46,82.31,4270.467,6.851,169.432
1084,0.0,4.517,28.522,42.617,0.002,40.091,6.678,25.937,1818.663,283.848,1394.685,1112.99,27.656,163.541,81.155,4274.104,3.299,176.422,0.0,1.447,5.928,35.171,0.002,34.7,6.46,30.19,1813.854,211.486,1401.979,1118.452,35.911,145.91,81.497,4242.901,3.385,175.135,0.1,1.357,0.819,30.843,0.085,20.558,6.341,32.342,1809.069,178.961,1411.41,1123.471,50.902,116.953,81.64,4257.898,4.564,172.755
1085,0.0,4.816,34.276,43.539,0.003,40.897,6.614,25.214,1818.265,297.553,1380.957,1106.417,21.906,188.304,80.478,4261.694,3.058,176.868,0.0,1.55,8.338,38.618,0.002,39.7,6.529,29.037,1814.091,228.68,1388.101,1111.74,28.129,175.593,80.815,4229.865,2.817,176.067,0.093,1.513,1.08,35.272,0.071,28.195,6.46,30.946,1809.81,198.001,1397.174,1116.265,41.145,150.591,80.947,4242.118,3.402,174.557
1086,0.0,6.843,41.5,43.265,0.003,38.825,6.595,24.344,1817.65,316.786,1368.282,1099.076,16.272,212.454,79.745,4253.409,3.119,176.941,0.0,1.84,13.353,40.853,0.001,42.767,6.533,27.639,1814.196,251.497,1375.139,1104.147,19.903,205.792,80.076,4219.77,2.564,176.649,0.081,1.795,1.856,38.81,0.05,36.346,6.496,29.21,1810.798,223.432,1383.249,1107.715,28.758,189.129,80.194,4224.728,2.719,175.828
1087,0.0,6.678,37.922,40.709,0.003,31.207,6.56,23.633,1815.531,319.291,1372.195,1100.499,23.258,219.509,79.704,4285.309,4.05,176.057,0.0,2.214,5.033,37.381,0.181,26.515,6.527,28.468,1813.857,258.928,1387.855,1108.013,31.297,205.774,80.134,4276.73,3.809,175.279,2.681,1.279,0.28,33.632,3.66,12.565,6.279,28.693,1811.216,226.143,1398.811,1116.103,46.882,179.235,80.678,4301.282,4.635,173.526
1088,0.0,4.893,28.971,36.209,0.003,25.969,6.642,23.765,1813.436,310.635,1381.94,1105.913,32.849,221.064,79.925,4322.489,6.034,173.562,0.0,1.851,2.476,33.154,0.256,13.136,6.505,29.416,1812.562,253.445,1399.667,1114.672,45.282,197.222,80.376,4327.346,7.554,170.353,3.096,1.187,0.148,29.061,4.582,0.213,6.068,29.492,1809.977,220.594,1411.823,1123.502,58.784,167.678,80.994,4344.189,10.714,165.284
