t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
1644,229.756,18.146,5.515,3.821,86.831,10.509,0.093,3.821,0.923,0.038,10.509,4.994,0.093,5.445,33.166,1792.192,157.737,1511.171,1203.139,76.481,22.753,83.681,4413.229,22.188,149.711
1645,193.112,19.007,4.693,3.89,88.536,7.981,0.112,3.89,0.863,0.036,7.981,4.961,0.112,5.408,32.918,1790.684,145.575,1513.301,1202.525,77.288,17.68,83.815,4403.434,23.352,147.955
1646,231.579,17.724,4.352,4.302,90.696,5.406,0.096,4.302,0.81,0.026,5.406,5.429,0.096,5.286,32.748,1788.504,129.84,1515.575,1200.836,78.207,11.671,83.989,4389.078,25.277,145.067
1647,110.811,14.013,4.675,4.848,83.284,2.69,0.104,4.848,0.724,0.017,2.69,6.561,0.104,5.041,33.1,1786.288,111.111,1517.154,1197.211,79.045,6.993,84.177,4370.323,27.562,141.509
1648,69.084,10.662,4.249,5.421,82.753,1.195,0.124,5.421,0.646,0.013,1.195,6.644,0.124,4.947,33.642,1784.109,93.361,1514.954,1191.314,79.765,5.083,84.098,4348.08,29.39,138.562
1649,187.987,19.59,4.788,5.434,82.297,1.109,0.145,5.434,0.591,0.016,1.109,5.338,0.145,5.072,33.821,1782.393,82.427,1507.293,1184.72,80.162,5.438,83.785,4326.614,29.669,137.922
1650,249.214,35.334,3.845,5.681,91.263,1.004,0.157,5.681,0.556,0.015,1.004,5.105,0.157,5.045,33.625,1780.269,75.506,1500.056,1178.031,80.723,4.366,83.583,4307.616,30.688,136.233
1651,269.961,29.515,5.41,5.748,90.155,1.072,0.175,5.748,0.521,0.014,1.072,5.77,0.175,4.918,33.658,1778.309,70.022,1492.9,1171.027,81.15,4.171,83.455,4289.735,31.615,134.606
1652,365.085,38.531,7.296,5.528,105.002,1.457,0.171,5.528,0.511,0.014,1.457,6.31,0.171,4.82,33.858,1777.196,68.622,1484.237,1165.004,81.228,5.179,83.368,4275.386,30.994,135.203
1653,371.431,29.41,6.692,5.253,97.11,2.083,0.161,5.253,0.525,0.015,2.083,6.69,0.161,4.758,34.148,1777.033,71.292,1475.93,1160.562,81.204,6.457,83.371,4266.905,29.478,137.138
1654,367.665,38.287,7.084,4.962,108.867,2.817,0.161,4.962,0.558,0.018,2.817,6.7,0.161,4.758,34.44,1777.672,77.257,1468.866,1157.285,81.157,8.145,83.414,4264.136,27.533,139.768
1655,323.554,39.974,8.023,4.69,102.689,4.076,0.16,4.69,0.593,0.021,4.076,6.504,0.16,4.778,34.571,1778.682,84.143,1463.349,1154.855,81.261,9.562,83.505,4264.877,25.747,142.258
1656,462.115,47.719,7.858,4.715,117.328,4.823,0.141,4.715,0.609,0.02,4.823,7.017,0.141,4.695,34.738,1779.03,86.336,1460.047,1152.556,81.851,8.337,83.718,4263.136,25.642,142.395
1657,551.924,61.233,7.25,0.198,126.108,9.471,0.419,0.198,0.63,0.089,9.471,2.062,0.419,5.228,37.241,1779.797,95.612,1451.807,1148.325,82.019,12.755,83.06,4262.205,25.067,143.129
1658,499.827,52.844,7.811,0.133,121.458,16.065,3.646,0.133,0.925,0.391,16.065,0.186,3.646,5.641,36.778,1782.547,115.073,1436.662,1142.599,77.713,34.047,82.423,4261.102,18.481,152.446
1659,526.388,57.928,6.95,0.11,119.014,23.924,11.411,0.11,1.166,0.66,23.924,0.106,11.411,6.0,34.362,1786.701,142.786,1419.059,1135.041,67.835,68.69,81.724,4254.673,8.957,166.033
1660,539.684,47.482,7.608,0.1,127.757,30.673,19.701,0.1,1.348,0.863,30.673,0.084,19.701,6.226,32.366,1790.966,169.916,1403.994,1127.745,57.71,103.959,81.019,4247.78,4.912,171.942
1661,451.805,52.347,6.621,0.094,114.407,35.421,28.179,0.094,1.509,1.084,35.421,0.071,28.179,6.371,30.722,1795.234,194.041,1389.849,1120.283,46.722,140.795,80.31,4236.387,3.429,174.209
1662,504.282,52.308,7.394,0.085,120.766,39.986,36.016,0.085,1.744,1.608,39.986,0.054,36.016,6.518,28.962,1799.694,220.736,1375.867,1111.845,34.377,179.731,79.559,4222.99,2.735,175.508
1663,517.719,38.579,5.998,2.697,117.61,36.14,12.742,2.697,1.294,0.287,36.14,3.763,12.742,6.36,28.526,1804.947,227.97,1391.254,1120.482,52.234,170.795,80.062,4306.322,4.595,173.222
1664,386.825,32.546,5.321,2.893,105.211,31.696,0.378,2.893,1.259,0.204,31.696,4.18,0.378,6.274,29.406,1810.033,235.506,1405.15,1127.084,63.721,165.795,80.33,4366.685,9.903,166.018
1665,294.676,24.928,5.331,3.153,94.558,26.625,0.153,3.153,1.204,0.125,26.625,4.451,0.153,6.103,30.017,1812.647,229.365,1417.365,1133.536,65.409,159.239,80.575,4380.75,14.869,159.225
1666,301.443,25.719,5.227,3.27,90.974,21.588,0.117,3.27,1.17,0.106,21.588,4.529,0.117,6.018,30.512,1813.511,215.176,1427.297,1139.728,66.701,149.834,80.781,4382.944,17.914,155.14
1667,153.505,24.236,3.839,3.495,85.38,17.277,0.079,3.495,1.13,0.076,17.277,4.76,0.079,5.916,30.899,1813.409,197.067,1436.24,1145.967,67.719,137.928,80.987,4378.445,20.225,151.995
1668,242.765,30.601,4.034,3.609,88.456,14.361,0.068,3.609,1.085,0.074,14.361,4.555,0.068,5.822,31.144,1811.978,175.213,1441.724,1151.098,68.49,124.52,81.103,4364.351,22.189,149.299
1669,220.607,13.895,4.301,3.71,86.233,12.284,0.066,3.71,1.034,0.07,12.284,4.435,0.066,5.77,31.156,1810.969,160.0,1446.164,1156.071,69.165,111.189,81.217,4354.262,23.839,146.967
1670,263.069,19.521,5.088,4.163,93.987,8.3,0.044,4.163,1.009,0.05,8.3,5.39,0.044,5.523,31.424,1809.386,140.134,1451.379,1161.993,69.909,93.812,81.416,4339.228,26.016,143.665
1671,165.494,11.532,2.632,4.381,83.602,4.965,0.044,4.381,0.917,0.04,4.965,6.168,0.044,5.276,32.075,1808.004,121.573,1453.534,1167.197,70.355,77.838,81.543,4322.041,27.278,141.579
1672,200.979,19.418,4.919,4.898,89.255,2.353,0.035,4.898,0.88,0.032,2.353,6.339,0.035,5.1,32.746,1806.19,103.947,1453.412,1171.421,70.813,61.811,81.525,4302.009,28.877,138.99
1673,156.242,25.28,4.573,5.241,83.257,1.223,0.039,5.241,0.787,0.029,1.223,5.787,0.039,5.051,33.282,1804.413,90.132,1449.941,1174.269,71.192,47.874,81.285,4281.592,30.052,137.008
1674,208.791,29.457,4.893,5.324,84.944,1.203,0.045,5.324,0.708,0.026,1.203,5.15,0.045,5.065,33.51,1802.751,80.573,1443.548,1175.861,71.391,36.532,81.0,4262.079,30.25,136.453
1675,187.766,33.604,5.216,5.74,86.907,0.89,0.041,5.74,0.661,0.02,0.89,5.469,0.041,4.958,33.627,1800.514,70.981,1437.388,1177.066,71.848,23.386,80.784,4241.234,31.561,134.235
1676,295.162,36.808,5.894,5.758,92.45,0.988,0.061,5.758,0.568,0.017,0.988,5.838,0.061,4.865,33.808,1798.539,64.329,1429.111,1175.767,72.14,14.791,80.53,4221.07,32.214,132.946
1677,335.04,41.717,7.004,5.711,94.907,1.239,0.076,5.711,0.529,0.015,1.239,6.419,0.076,4.753,34.047,1797.248,61.766,1419.531,1172.819,72.232,10.656,80.399,4204.48,31.772,133.267
1678,409.954,43.083,6.66,5.272,103.304,2.269,0.103,5.272,0.525,0.017,2.269,6.67,0.103,4.698,34.355,1797.223,64.86,1409.456,1169.371,72.046,10.785,80.355,4194.689,29.794,135.884
1679,406.944,41.369,8.459,5.007,110.437,3.552,0.112,5.007,0.56,0.019,3.552,6.912,0.112,4.648,34.661,1798.037,71.547,1402.043,1167.175,72.0,10.666,80.453,4192.208,27.895,138.456
1680,477.828,40.215,8.033,4.923,114.994,4.273,0.121,4.923,0.585,0.019,4.273,7.362,0.121,4.573,35.046,1798.899,76.747,1397.391,1165.28,72.267,9.815,80.631,4191.692,26.921,139.748
1681,485.219,47.726,7.899,4.585,113.001,5.654,0.166,4.585,0.633,0.029,5.654,7.062,0.166,4.634,35.432,1801.018,86.518,1393.647,1163.635,72.376,11.982,80.773,4198.367,25.014,142.483
1682,502.794,50.137,7.685,4.381,119.271,7.64,0.166,4.381,0.698,0.036,7.64,6.693,0.166,4.734,35.634,1803.878,98.782,1392.941,1163.197,72.648,13.642,80.974,4211.502,23.384,144.878
1683,528.938,55.919,8.484,4.101,117.92,10.284,0.209,4.101,0.764,0.053,10.284,6.274,0.209,4.838,35.738,1807.398,111.964,1394.206,1163.194,72.93,16.548,81.193,4228.831,21.843,147.235
1684,521.023,48.182,8.369,3.634,117.535,14.858,0.335,3.634,0.897,0.108,14.858,5.075,0.335,5.12,35.427,1812.884,134.757,1397.838,1163.673,73.226,23.504,81.358,4260.334,19.586,150.808
1685,538.852,45.243,6.408,3.371,113.662,18.341,0.36,3.371,1.036,0.161,18.341,4.337,0.36,5.38,34.596,1819.291,161.446,1405.599,1165.02,73.994,30.883,81.553,4301.367,18.363,152.96
1686,467.832,44.629,6.318,3.436,109.11,19.148,0.225,3.436,1.04,0.113,19.148,4.77,0.225,5.419,34.046,1824.486,176.75,1415.683,1167.846,74.834,34.604,81.838,4333.854,18.486,153.13
1687,420.356,37.848,6.753,3.269,113.13,19.817,0.266,3.269,1.064,0.117,19.817,4.527,0.266,5.532,33.746,1828.964,187.094,1423.982,1170.377,75.363,38.619,82.04,4359.509,18.07,154.037
1688,386.434,38.688,6.484,3.245,104.731,19.813,0.221,3.245,1.091,0.114,19.813,4.158,0.221,5.673,33.079,1832.856,196.315,1432.859,1172.911,76.341,40.51,82.219,4384.348,18.449,153.94
1689,314.981,39.93,5.207,3.423,96.643,18.976,0.145,3.423,1.058,0.075,18.976,4.612,0.145,5.659,32.667,1834.95,194.036,1442.336,1176.083,77.378,37.729,82.466,4397.337,19.61,152.618
1690,287.071,37.093,4.496,3.405,91.907,18.718,0.148,3.405,1.028,0.069,18.718,4.577,0.148,5.675,32.473,1835.972,187.152,1449.215,1178.449,77.997,35.067,82.652,4401.849,20.191,152.055
1691,362.027,24.305,4.688,3.411,98.152,17.977,0.149,3.411,1.03,0.079,17.977,4.295,0.149,5.788,32.042,1836.799,183.859,1455.658,1180.157,78.604,32.237,82.811,4407.719,21.082,151.141
1692,181.535,22.893,5.353,3.71,88.342,14.577,0.099,3.71,0.993,0.043,14.577,5.014,0.099,5.663,31.927,1837.15,175.205,1463.692,1182.36,79.311,26.498,83.074,4409.29,22.432,149.3
1693,184.791,26.97,4.258,3.994,86.093,11.213,0.083,3.994,0.924,0.029,11.213,5.854,0.083,5.44,32.284,1835.507,153.475,1469.273,1183.282,80.037,18.557,83.328,4394.646,24.0,146.957
1694,161.976,18.568,3.371,4.122,83.649,9.234,0.091,4.122,0.845,0.025,9.234,5.782,0.091,5.305,32.581,1833.527,135.386,1471.026,1181.758,80.645,13.431,83.481,4378.214,25.229,145.113
1695,162.889,22.877,4.373,4.446,83.166,6.883,0.092,4.446,0.771,0.02,6.883,6.039,0.092,5.138,32.686,1830.925,118.275,1471.938,1178.496,81.383,8.397,83.666,4359.848,27.275,142.074
1696,164.732,16.195,5.029,4.702,84.169,4.774,0.118,4.702,0.686,0.015,4.774,6.571,0.118,4.955,32.944,1828.297,102.86,1471.071,1173.291,82.102,5.747,83.859,4340.783,29.1,139.275
1697,212.128,22.449,4.759,5.042,89.099,2.859,0.137,5.042,0.624,0.012,2.859,6.94,0.137,4.807,33.273,1825.758,90.544,1468.486,1167.0,82.815,4.28,83.99,4322.281,30.621,136.841
1698,142.458,32.385,6.049,5.335,81.852,1.891,0.152,5.335,0.58,0.011,1.891,6.942,0.152,4.721,33.662,1823.499,81.561,1464.388,1160.174,83.445,3.749,84.0,4304.947,31.825,134.842
1699,313.321,27.656,6.237,5.846,98.035,1.143,0.185,5.846,0.528,0.009,1.143,7.542,0.185,4.574,34.111,1820.74,71.072,1459.999,1152.626,84.252,2.495,83.995,4284.88,33.895,131.535
1700,335.703,34.417,6.094,5.436,99.673,1.721,0.185,5.436,0.516,0.013,1.721,7.093,0.185,4.593,34.605,1819.479,69.195,1451.643,1145.856,84.427,4.593,83.839,4270.631,33.197,132.264
1701,289.099,31.914,6.623,5.146,97.679,2.535,0.147,5.146,0.545,0.014,2.535,6.781,0.147,4.62,34.77,1819.176,73.477,1443.836,1141.726,84.252,6.126,83.846,4264.06,30.839,135.45
1702,284.109,52.001,5.798,5.25,100.072,2.589,0.13,5.25,0.549,0.012,2.589,7.311,0.13,4.51,34.986,1818.111,73.437,1438.482,1137.482,84.531,5.247,83.961,4255.044,30.421,135.843
1703,389.623,51.884,8.163,5.093,106.716,3.484,0.149,5.093,0.541,0.013,3.484,7.782,0.149,4.389,35.361,1817.142,73.02,1432.647,1132.723,84.805,5.528,84.085,4245.591,30.137,136.08
1704,461.853,49.496,7.404,5.082,115.311,4.235,0.141,5.082,0.545,0.012,4.235,8.654,0.141,4.22,35.843,1816.438,73.348,1427.892,1128.702,85.183,5.296,84.325,4238.584,30.011,136.084
1705,627.989,52.523,7.505,0.201,129.993,10.351,0.504,0.201,0.605,0.083,10.351,2.856,0.504,4.956,38.132,1817.859,89.207,1418.119,1124.545,84.569,12.92,83.602,4242.26,26.799,140.609
1706,545.657,52.551,7.432,0.126,121.258,18.1,4.745,0.126,1.031,0.51,18.1,0.158,4.745,5.587,37.152,1821.966,123.607,1404.128,1118.913,78.669,38.707,82.896,4253.134,17.769,153.511
1707,436.428,56.512,8.0,0.108,113.546,25.414,12.682,0.108,1.247,0.7,25.414,0.102,12.682,6.026,34.557,1825.729,156.244,1388.332,1111.592,68.379,74.193,82.186,4251.19,8.141,167.287
1708,485.244,46.279,6.742,0.097,121.804,32.265,21.692,0.097,1.468,1.012,32.265,0.078,21.692,6.311,32.146,1828.766,184.233,1373.229,1103.866,57.294,110.835,81.447,4241.205,4.548,172.657
1709,498.947,49.469,6.525,0.09,124.594,36.882,30.188,0.09,1.654,1.315,36.882,0.064,30.188,6.475,30.084,1831.851,211.601,1359.931,1095.842,45.254,149.625,80.686,4229.414,3.257,174.807
1710,486.174,47.777,6.746,0.08,121.583,40.619,38.13,0.08,1.915,2.007,40.619,0.048,38.13,6.554,28.337,1835.369,240.509,1347.397,1087.289,31.967,190.454,79.911,4216.256,2.618,176.065
1711,373.077,44.606,5.921,2.758,103.959,35.789,13.611,2.758,1.268,0.229,35.789,3.983,13.611,6.32,28.086,1838.077,239.532,1364.667,1096.371,50.644,179.53,80.447,4295.123,4.418,173.86
1712,388.679,24.72,6.087,2.995,103.122,31.664,0.29,2.995,1.231,0.158,31.664,4.455,0.29,6.187,29.147,1839.277,235.883,1377.199,1103.291,63.002,169.43,80.722,4342.854,10.11,166.127
1713,314.836,28.197,5.016,3.157,93.727,25.939,0.156,3.157,1.229,0.133,25.939,4.386,0.156,6.012,29.838,1839.958,232.122,1389.16,1109.463,64.718,162.155,80.937,4356.441,15.148,159.293
1714,250.622,22.488,6.039,3.268,94.337,21.056,0.117,3.268,1.2,0.108,21.056,4.35,0.117,5.947,30.249,1839.261,222.242,1399.558,1115.41,66.078,153.25,81.126,4361.389,18.176,155.217
1715,275.22,24.544,5.093,3.446,88.657,16.579,0.089,3.446,1.169,0.091,16.579,4.532,0.089,5.86,30.548,1837.299,205.466,1408.997,1121.43,67.288,141.305,81.314,4357.268,20.517,151.986
1716,264.176,12.187,4.828,3.562,90.931,12.761,0.081,3.562,1.125,0.082,12.761,4.734,0.081,5.745,30.913,1835.36,189.69,1417.128,1127.309,68.121,129.136,81.488,4351.49,22.065,149.789
1717,239.657,10.479,3.832,3.669,94.839,8.515,0.077,3.669,1.08,0.075,8.515,4.641,0.077,5.699,31.202,1833.356,175.442,1423.484,1132.744,68.67,117.821,81.609,4344.657,22.898,148.606
1718,209.108,29.124,5.793,4.04,87.547,4.823,0.057,4.04,1.05,0.059,4.823,4.862,0.057,5.552,31.434,1830.704,157.304,1429.358,1138.385,69.264,103.617,81.707,4332.178,24.335,146.436
1719,150.629,22.597,4.011,4.506,83.677,2.854,0.043,4.506,1.004,0.045,2.854,5.51,0.043,5.33,31.856,1827.639,134.593,1434.117,1144.047,69.983,86.342,81.76,4313.145,26.368,143.316
1720,215.976,21.911,4.042,4.415,85.951,2.743,0.056,4.415,0.888,0.046,2.743,4.933,0.056,5.286,32.222,1825.271,119.109,1432.713,1147.457,70.192,74.873,81.631,4295.091,26.391,143.148
1721,213.589,25.518,5.292,4.568,88.342,2.626,0.051,4.568,0.85,0.042,2.626,4.583,0.051,5.243,32.173,1822.46,109.069,1430.813,1150.928,70.53,62.521,81.546,4280.121,26.853,142.333
1722,232.819,27.791,5.348,5.192,85.383,1.492,0.037,5.192,0.827,0.03,1.492,5.366,0.037,5.039,32.317,1819.127,94.614,1430.462,1155.135,71.243,45.463,81.5,4261.045,29.025,138.932
1723,232.527,35.462,5.125,5.092,90.822,1.536,0.058,5.092,0.705,0.028,1.536,5.384,0.058,4.967,32.632,1816.704,85.472,1425.644,1157.158,71.428,34.661,81.284,4243.446,29.133,138.49
1724,280.36,32.122,7.584,5.287,91.323,1.615,0.051,5.287,0.677,0.022,1.615,5.803,0.051,4.839,32.908,1814.242,78.894,1420.284,1158.592,71.691,24.419,81.199,4227.426,29.306,137.984
1725,353.62,39.925,7.238,5.184,99.494,1.933,0.073,5.184,0.615,0.021,1.933,6.155,0.073,4.732,33.259,1812.236,75.343,1413.787,1158.376,71.921,17.71,81.118,4213.729,29.04,138.118
1726,514.847,43.91,7.017,5.005,123.265,2.72,0.093,5.005,0.609,0.023,2.72,6.44,0.093,4.667,33.632,1811.085,77.432,1407.481,1157.448,72.06,14.529,81.137,4206.777,27.899,139.557
1727,452.261,41.374,8.949,4.863,113.379,3.476,0.114,4.863,0.627,0.023,3.476,6.942,0.114,4.594,34.093,1810.869,83.01,1403.472,1156.592,72.204,12.967,81.262,4206.393,26.768,141.02
1728,443.795,54.45,8.157,4.775,112.878,4.124,0.125,4.775,0.643,0.022,4.124,7.424,0.125,4.527,34.659,1810.904,87.657,1400.983,1155.791,72.447,12.121,81.431,4207.707,25.732,142.389
1729,460.767,48.186,7.761,4.577,121.794,5.699,0.143,4.577,0.664,0.024,5.699,7.49,0.143,4.526,35.237,1811.186,93.094,1398.881,1154.971,72.721,12.568,81.606,4211.136,24.517,144.065
1730,494.94,55.379,9.301,4.394,117.878,7.75,0.158,4.394,0.7,0.032,7.75,7.284,0.158,4.57,35.697,1811.769,100.349,1398.082,1154.545,73.089,13.39,81.814,4218.241,23.429,145.611
1731,631.687,50.736,8.134,4.126,125.456,10.348,0.21,4.126,0.761,0.054,10.348,6.815,0.21,4.654,36.058,1813.148,111.222,1399.402,1154.632,73.491,16.027,82.043,4232.41,22.05,147.619
1732,499.473,56.073,7.893,3.75,115.674,13.569,0.291,3.75,0.865,0.088,13.569,5.874,0.291,4.842,36.19,1816.357,131.8,1403.903,1155.609,73.726,22.523,82.258,4261.138,19.908,150.867
1733,545.991,41.399,6.919,3.607,122.824,16.499,0.253,3.607,0.938,0.098,16.499,5.409,0.253,5.011,35.899,1818.971,149.173,1410.623,1157.587,74.339,26.927,82.504,4289.487,18.892,152.569
1734,455.323,37.939,6.814,3.347,108.38,17.832,0.325,3.347,1.024,0.132,17.832,4.742,0.325,5.221,35.393,1821.876,168.442,1418.373,1159.558,74.844,33.471,82.705,4321.303,17.966,154.194
1735,450.298,34.955,6.064,3.186,113.617,18.195,0.316,3.186,1.107,0.157,18.195,4.093,0.316,5.478,34.399,1824.035,188.355,1427.298,1161.677,75.646,39.48,82.87,4354.682,17.725,154.976
1736,434.089,35.606,6.816,3.275,107.706,17.251,0.214,3.275,1.103,0.119,17.251,4.333,0.214,5.523,33.58,1825.195,199.525,1437.847,1164.723,76.651,41.481,83.098,4380.819,18.468,154.236
1737,321.977,37.937,4.343,3.259,93.971,16.526,0.197,3.259,1.093,0.099,16.526,4.449,0.197,5.561,33.185,1825.548,204.132,1447.326,1167.814,77.402,42.066,83.304,4398.928,18.796,154.022
1738,273.292,34.374,5.887,3.33,95.434,16.395,0.153,3.33,1.069,0.078,16.395,4.4,0.153,5.633,32.743,1823.975,200.009,1455.868,1170.685,78.083,40.266,83.486,4406.077,19.559,153.127
1739,343.785,13.353,4.057,3.426,98.027,14.885,0.135,3.426,1.048,0.073,14.885,4.52,0.135,5.653,32.395,1821.448,191.299,1463.616,1173.316,78.895,35.845,83.674,4406.762,20.682,151.633
1740,274.501,22.496,4.34,3.56,89.766,10.861,0.124,3.56,1.016,0.06,10.861,4.805,0.124,5.624,32.308,1819.411,183.664,1471.416,1175.776,79.404,31.741,83.879,4407.764,21.556,150.415
1741,237.188,5.168,4.037,3.714,89.583,7.619,0.113,3.714,0.975,0.047,7.619,4.929,0.113,5.573,32.331,1816.797,172.102,1477.545,1177.624,79.802,27.328,84.041,4402.79,22.138,149.528
1742,219.54,22.867,3.862,4.057,87.122,4.01,0.098,4.057,0.934,0.038,4.01,4.973,0.098,5.522,32.353,1813.792,156.944,1482.442,1178.602,80.323,21.383,84.14,4392.04,23.281,147.764
1743,197.519,24.874,4.756,4.631,87.169,2.103,0.086,4.631,0.87,0.027,2.103,5.444,0.086,5.371,32.552,1810.681,136.406,1486.892,1178.455,80.981,14.097,84.186,4374.923,25.257,144.741
1744,279.834,21.177,4.509,4.677,98.312,1.955,0.127,4.677,0.779,0.028,1.955,5.294,0.127,5.317,32.812,1808.204,120.83,1486.725,1175.952,81.285,11.856,84.093,4358.136,25.688,143.912
1745,200.597,24.245,4.385,4.802,88.195,1.885,0.127,4.802,0.737,0.025,1.885,5.218,0.127,5.252,32.879,1805.705,111.414,1485.286,1173.267,81.554,10.452,84.037,4345.261,25.718,143.68
1746,254.542,27.46,5.321,5.32,89.238,1.245,0.12,5.32,0.682,0.018,1.245,5.838,0.12,5.076,33.072,1802.807,97.548,1484.386,1169.753,82.144,7.042,83.997,4327.609,27.218,141.251
1747,191.405,27.354,5.206,5.391,87.201,1.227,0.154,5.391,0.618,0.017,1.227,6.1,0.154,4.961,33.416,1800.325,86.91,1480.311,1164.775,82.518,6.707,83.847,4309.878,27.895,139.958
1748,264.284,36.964,5.78,5.266,94.845,1.624,0.148,5.266,0.585,0.016,1.624,6.139,0.148,4.881,33.704,1798.224,81.079,1473.608,1160.338,82.711,6.949,83.747,4294.508,27.494,140.286
1749,291.16,38.023,5.606,5.346,98.684,1.811,0.142,5.346,0.559,0.014,1.811,6.728,0.142,4.739,33.992,1795.796,76.321,1467.518,1155.833,83.16,5.814,83.765,4279.888,28.058,139.241
1750,457.722,47.108,6.717,4.986,110.324,2.865,0.173,4.986,0.558,0.018,2.865,6.865,0.173,4.694,34.346,1794.016,77.27,1460.349,1151.458,83.301,7.324,83.789,4270.39,27.382,140.046
1751,312.426,45.62,7.691,4.458,101.737,5.584,0.191,4.458,0.618,0.026,5.584,6.421,0.191,4.78,34.467,1793.514,89.197,1454.752,1149.118,83.178,10.739,83.892,4274.601,25.046,143.424
1752,454.03,44.722,7.646,4.609,112.229,6.709,0.127,4.609,0.641,0.02,6.709,7.196,0.127,4.671,34.631,1791.854,92.035,1453.341,1147.689,83.797,8.827,84.186,4274.004,25.12,143.309
1753,354.863,43.225,8.967,0.195,96.987,10.871,0.399,0.195,0.639,0.084,10.871,2.159,0.399,5.222,37.369,1790.501,98.976,1445.822,1143.543,84.029,12.705,83.521,4270.125,24.944,143.437
1754,478.304,42.269,9.519,0.133,118.097,16.246,3.673,0.133,0.928,0.389,16.246,0.187,3.673,5.678,36.697,1790.134,115.434,1430.042,1137.477,79.845,33.326,82.859,4263.591,18.33,152.848
1755,500.944,56.185,7.393,0.11,117.702,22.596,11.614,0.11,1.185,0.694,22.596,0.105,11.614,6.049,34.043,1790.834,143.356,1412.401,1129.683,70.035,67.559,82.139,4254.534,8.937,166.402
1756,586.896,46.557,6.937,0.097,131.144,29.229,20.953,0.097,1.414,0.999,29.229,0.078,20.953,6.277,31.875,1792.318,173.858,1397.442,1122.035,58.709,105.402,81.407,4245.67,4.747,172.621
1757,520.989,47.677,7.92,0.082,114.049,34.761,32.686,0.082,1.771,1.82,34.761,0.051,32.686,6.45,29.727,1795.449,214.137,1383.361,1113.208,43.419,151.386,80.628,4236.23,3.097,175.388
1758,432.92,50.989,7.002,0.079,113.068,38.823,41.141,0.079,1.906,1.983,38.823,0.047,41.141,6.548,28.057,1797.254,247.322,1371.731,1104.331,29.388,194.213,79.842,4224.319,2.423,176.696
1759,489.732,36.516,7.084,2.617,115.237,34.624,17.003,2.617,1.388,0.349,34.624,3.702,17.003,6.403,27.972,1798.137,245.984,1388.883,1113.137,47.335,184.974,80.352,4299.939,3.983,174.85
1760,396.167,32.145,6.129,2.766,104.65,29.965,0.805,2.766,1.276,0.211,29.965,4.223,0.805,6.383,28.975,1799.052,251.02,1404.186,1119.996,61.646,178.403,80.634,4365.365,8.58,168.733
1761,351.841,30.322,5.277,2.906,96.122,25.678,0.24,2.906,1.298,0.187,25.678,3.912,0.24,6.294,29.639,1798.839,254.036,1416.583,1125.599,63.668,175.413,80.811,4386.785,13.756,161.78
1762,245.776,27.259,4.861,3.012,91.073,21.883,0.156,3.012,1.28,0.15,21.883,3.634,0.156,6.227,29.715,1797.074,253.701,1428.468,1130.896,65.267,170.123,80.953,4401.755,17.099,157.401
1763,213.989,32.451,4.921,3.343,87.898,18.181,0.086,3.343,1.239,0.098,18.181,4.248,0.086,6.044,29.855,1793.804,233.91,1440.251,1137.145,66.585,157.576,81.161,4396.46,20.192,153.164
1764,185.827,28.485,4.239,3.52,86.583,15.532,0.07,3.52,1.174,0.077,15.532,4.824,0.07,5.814,30.383,1790.727,206.713,1449.799,1143.317,67.443,143.362,81.362,4381.421,22.229,150.221
1765,200.722,22.612,5.036,3.629,86.018,13.452,0.063,3.629,1.113,0.071,13.452,4.725,0.063,5.647,30.844,1787.877,182.98,1456.03,1148.541,68.09,129.725,81.483,4365.223,23.557,148.304
1766,184.779,25.845,3.345,3.924,84.478,10.708,0.048,3.924,1.076,0.059,10.708,5.04,0.048,5.462,31.19,1784.859,160.695,1461.695,1153.971,68.862,113.369,81.628,4348.131,25.44,145.514
1767,250.661,18.976,5.102,4.107,87.874,8.228,0.046,4.107,0.995,0.051,8.228,5.502,0.046,5.288,31.691,1782.084,139.815,1465.222,1159.084,69.37,97.32,81.758,4329.456,26.938,143.174
1768,199.831,22.721,3.276,4.312,86.027,5.807,0.043,4.312,0.929,0.043,5.807,5.804,0.043,5.119,32.24,1779.443,124.07,1466.783,1163.942,69.746,82.263,81.855,4313.105,27.812,141.697
1769,65.775,22.491,4.922,4.905,82.889,3.107,0.03,4.905,0.902,0.031,3.107,6.779,0.03,4.828,32.837,1776.462,104.217,1468.326,1169.002,70.332,63.745,81.947,4291.506,29.988,138.24
1770,239.126,21.254,5.001,5.065,87.077,1.917,0.038,5.065,0.769,0.027,1.917,6.686,0.038,4.71,33.507,1774.26,89.04,1464.317,1171.879,70.62,49.824,81.805,4269.216,30.824,136.718
1771,191.449,36.401,4.665,5.392,86.87,1.366,0.036,5.392,0.721,0.023,1.366,6.211,0.036,4.674,34.008,1772.034,79.104,1458.403,1173.911,70.962,37.089,81.598,4249.27,31.573,135.36
1772,257.374,37.419,4.775,5.472,92.767,1.323,0.045,5.472,0.641,0.02,1.323,6.088,0.045,4.625,34.335,1769.768,71.852,1451.232,1174.939,71.219,25.859,81.38,4229.978,32.09,134.322
